id;type;label;S1;S2;S3
5032;ORIENTATION;ARROW_UP;train;valid;train
5033;ORIENTATION;ARROW_RIGHT;train;train;train
5034;ORIENTATION;ARROW_DOWN;train;train;train
5035;ORIENTATION;ARROW_LEFT;valid;train;train
5036;ORIENTATION;ARROW_UP;train;train;train
5037;ORIENTATION;ARROW_RIGHT;train;train;test
5038;ORIENTATION;ARROW_DOWN;valid;valid;valid
5039;ORIENTATION;INSPECT;;;
5040;ORIENTATION;ARROW_DOWN;train;train;train
5041;ORIENTATION;ARROW_RIGHT;train;train;train
5042;ORIENTATION;ARROW_UP;train;valid;valid
5043;ORIENTATION;ARROW_LEFT;valid;train;train
5044;ORIENTATION;ARROW_DOWN;train;train;test
5045;ORIENTATION;ARROW_DOWN;train;train;test
5046;ORIENTATION;ARROW_RIGHT;train;train;train
5047;ORIENTATION;ARROW_UP;train;train;train
5048;ORIENTATION;ARROW_LEFT;train;valid;train
5049;ORIENTATION;ARROW_DOWN;train;train;valid
5050;ORIENTATION;ARROW_RIGHT;train;train;train
5051;ORIENTATION;ARROW_UP;train;train;train
5052;ORIENTATION;INSPECT;;;
5053;ORIENTATION;ARROW_DOWN;train;train;train
5054;ORIENTATION;ARROW_RIGHT;valid;train;test
5055;ORIENTATION;ARROW_LEFT;train;train;train
5056;ORIENTATION;ARROW_UP;train;train;train
5057;ORIENTATION;ARROW_LEFT;train;train;test
5058;ORIENTATION;ARROW_UP;train;train;test
5059;ORIENTATION;ARROW_DOWN;train;train;train
5060;ORIENTATION;ARROW_LEFT;train;train;test
5061;ORIENTATION;ARROW_RIGHT;train;train;valid
5062;ORIENTATION;ARROW_UP;train;train;train
5063;ORIENTATION;ARROW_DOWN;train;train;train
5064;ORIENTATION;ARROW_LEFT;train;train;valid
5065;ORIENTATION;ARROW_RIGHT;valid;valid;test
5066;ORIENTATION;ARROW_UP;train;train;valid
5067;ORIENTATION;ARROW_UP;train;train;test
5068;ORIENTATION;ARROW_DOWN;train;train;train
5069;ORIENTATION;ARROW_LEFT;train;train;test
5070;ORIENTATION;ARROW_RIGHT;valid;train;train
5071;ORIENTATION;ARROW_UP;train;valid;train
5072;ORIENTATION;ARROW_DOWN;train;train;train
5073;ORIENTATION;ARROW_LEFT;train;train;train
5074;ORIENTATION;ARROW_RIGHT;train;train;train
5075;COMMAND;INSPECT;;;
5076;COMMAND;PLUS_ONE;train;train;train
5077;ORIENTATION;ARROW_RIGHT;train;train;train
5078;COMMAND;TURN_LEFT;train;train;train
5079;COMMAND;TURN_RIGHT;train;train;train
5080;COMMAND;NOT_READABLE;valid;train;train
5081;ORIENTATION;ARROW_DOWN;train;valid;train
5082;ORIENTATION;ARROW_LEFT;train;train;train
5083;ORIENTATION;ARROW_UP;train;train;valid
5084;ORIENTATION;ARROW_RIGHT;train;train;test
5085;ORIENTATION;ARROW_UP;valid;train;train
5086;ORIENTATION;ARROW_RIGHT;train;valid;test
5087;ORIENTATION;ARROW_DOWN;train;train;train
5088;COMMAND;LOOP_TWICE;train;train;train
5089;COMMAND;LOOP_THREE_TIMES;train;train;train
5090;COMMAND;LOOP_FOUR_TIMES;train;train;train
5091;COMMAND;LOOP_END;train;train;train
5092;COMMAND;PLUS_ONE;train;train;test
5093;COMMAND;MINUS_ONE;train;train;test
5094;COMMAND;TURN_LEFT;train;train;train
5095;COMMAND;TURN_RIGHT;train;train;test
5096;COMMAND;LOOP_TWICE;train;train;train
5097;COMMAND;LOOP_THREE_TIMES;train;train;test
5098;ORIENTATION;ARROW_LEFT;train;train;train
5099;COMMAND;LOOP_FOUR_TIMES;train;train;test
5100;COMMAND;LOOP_END;valid;train;valid
5101;COMMAND;PLUS_ONE;train;train;test
5102;COMMAND;MINUS_ONE;train;train;test
5103;COMMAND;TURN_LEFT;train;train;valid
5104;COMMAND;TURN_RIGHT;train;train;test
5105;COMMAND;LOOP_TWICE;train;train;test
5106;COMMAND;LOOP_THREE_TIMES;train;train;valid
5107;COMMAND;LOOP_FOUR_TIMES;train;valid;train
5108;COMMAND;LOOP_END;train;train;valid
5109;ORIENTATION;ARROW_UP;valid;train;test
5110;COMMAND;PLUS_ONE;valid;train;test
5111;COMMAND;MINUS_ONE;valid;train;train
5112;COMMAND;TURN_LEFT;train;train;train
5113;COMMAND;TURN_RIGHT;train;train;train
5114;COMMAND;LOOP_TWICE;train;train;train
5115;COMMAND;LOOP_THREE_TIMES;train;train;test
5116;COMMAND;LOOP_FOUR_TIMES;train;train;valid
5117;COMMAND;LOOP_END;train;train;train
5118;COMMAND;PLUS_ONE;train;valid;train
5119;COMMAND;MINUS_ONE;train;train;train
5120;ORIENTATION;ARROW_RIGHT;train;train;valid
5121;COMMAND;TURN_LEFT;train;valid;test
5122;COMMAND;TURN_RIGHT;valid;train;train
5123;COMMAND;LOOP_TWICE;valid;train;train
5124;COMMAND;LOOP_THREE_TIMES;valid;train;test
5125;COMMAND;LOOP_FOUR_TIMES;train;train;train
5126;COMMAND;LOOP_END;train;train;valid
5127;COMMAND;PLUS_ONE;train;train;test
5128;COMMAND;MINUS_ONE;valid;train;train
5129;COMMAND;TURN_LEFT;valid;train;train
5130;COMMAND;TURN_RIGHT;valid;train;train
5131;ORIENTATION;ARROW_DOWN;train;train;train
5132;COMMAND;LOOP_TWICE;train;valid;train
5133;COMMAND;LOOP_THREE_TIMES;valid;valid;train
5134;COMMAND;LOOP_FOUR_TIMES;train;train;train
5135;COMMAND;LOOP_END;train;valid;train
5136;COMMAND;PLUS_ONE;train;train;test
5137;COMMAND;MINUS_ONE;train;train;valid
5138;COMMAND;TURN_LEFT;train;train;test
5139;COMMAND;TURN_RIGHT;train;valid;train
5140;COMMAND;LOOP_TWICE;valid;train;valid
5141;COMMAND;LOOP_THREE_TIMES;train;train;train
5142;ORIENTATION;ARROW_LEFT;train;train;train
5143;COMMAND;LOOP_FOUR_TIMES;train;valid;train
5144;COMMAND;LOOP_END;train;valid;test
5145;COMMAND;PLUS_ONE;train;train;test
5146;COMMAND;MINUS_ONE;train;valid;train
5147;COMMAND;TURN_LEFT;train;train;train
5148;COMMAND;TURN_RIGHT;train;train;train
5149;COMMAND;LOOP_TWICE;valid;train;train
5150;COMMAND;LOOP_THREE_TIMES;train;train;train
5151;COMMAND;LOOP_FOUR_TIMES;train;train;valid
5152;COMMAND;LOOP_END;train;train;train
5153;ORIENTATION;ARROW_DOWN;train;train;train
5154;COMMAND;PLUS_ONE;train;train;test
5155;COMMAND;MINUS_ONE;train;train;train
5156;COMMAND;TURN_LEFT;train;valid;test
5157;COMMAND;TURN_RIGHT;valid;train;valid
5158;COMMAND;LOOP_TWICE;valid;train;test
5159;COMMAND;LOOP_THREE_TIMES;train;train;test
5160;COMMAND;LOOP_FOUR_TIMES;train;train;train
5161;COMMAND;LOOP_END;train;valid;valid
5162;COMMAND;PLUS_ONE;train;valid;test
5163;COMMAND;MINUS_ONE;train;train;test
5164;ORIENTATION;ARROW_RIGHT;train;train;train
5165;COMMAND;TURN_LEFT;train;train;test
5166;COMMAND;TURN_RIGHT;train;valid;train
5167;COMMAND;LOOP_TWICE;train;train;test
5168;COMMAND;LOOP_THREE_TIMES;valid;train;train
5169;COMMAND;LOOP_FOUR_TIMES;train;train;train
5170;COMMAND;LOOP_END;train;train;valid
5171;CROSS;EMPTY;train;train;train
5172;CROSS;CHECKED;train;train;train
5173;CROSS;EMPTY;train;train;valid
5174;CROSS;EMPTY;train;train;train
5175;ORIENTATION;ARROW_UP;train;valid;valid
5176;CROSS;CHECKED;train;train;train
5177;CROSS;EMPTY;train;train;train
5178;CROSS;EMPTY;train;train;train
5179;CROSS;CHECKED;train;train;train
5180;CROSS;EMPTY;train;train;test
5181;CROSS;EMPTY;train;train;train
5182;CROSS;CHECKED;train;train;train
5183;CROSS;EMPTY;train;train;train
5184;CROSS;EMPTY;train;train;test
5185;CROSS;CHECKED;train;train;train
5186;ORIENTATION;ARROW_LEFT;train;train;train
5187;CROSS;EMPTY;train;train;train
5188;CROSS;EMPTY;train;train;train
5189;CROSS;CHECKED;valid;train;valid
5190;CROSS;EMPTY;train;train;test
5191;CROSS;EMPTY;train;train;train
5192;CROSS;CHECKED;train;train;train
5193;CROSS;EMPTY;train;valid;test
5194;CROSS;EMPTY;train;train;train
5195;CROSS;CHECKED;train;train;train
5196;CROSS;EMPTY;train;train;train
5197;ORIENTATION;ARROW_DOWN;train;train;valid
5198;ORIENTATION;ARROW_DOWN;train;train;train
5199;CROSS;EMPTY;valid;valid;test
5200;CROSS;CHECKED;train;train;train
5201;CROSS;CHECKED;train;train;train
5202;CROSS;EMPTY;train;train;test
5203;CROSS;EMPTY;valid;train;valid
5204;CROSS;CHECKED;train;train;train
5205;CROSS;EMPTY;train;train;train
5206;CROSS;EMPTY;train;train;train
5207;CROSS;CHECKED;train;train;test
5208;CROSS;EMPTY;train;train;train
5209;ORIENTATION;ARROW_RIGHT;train;train;valid
5210;CROSS;EMPTY;train;train;train
5211;CROSS;CHECKED;train;valid;train
5212;CROSS;EMPTY;train;train;test
5213;CROSS;EMPTY;valid;valid;train
5214;CROSS;CHECKED;train;train;train
5215;CROSS;EMPTY;train;valid;train
5216;CROSS;EMPTY;train;train;test
5217;CROSS;CHECKED;train;train;train
5218;CROSS;EMPTY;train;train;valid
5219;CROSS;EMPTY;train;train;train
5220;ORIENTATION;ARROW_UP;valid;train;test
5221;CROSS;CHECKED;train;train;train
5222;CROSS;EMPTY;train;train;test
5223;CROSS;EMPTY;valid;valid;test
5224;CROSS;CHECKED;train;train;train
5225;CROSS;EMPTY;train;train;train
5226;CROSS;EMPTY;train;train;train
5227;CROSS;CHECKED;train;train;train
5228;CROSS;EMPTY;valid;train;test
5229;CROSS;EMPTY;train;train;test
5230;CROSS;CHECKED;train;train;train
5231;ORIENTATION;ARROW_LEFT;train;train;train
5232;CROSS;CHECKED;train;train;train
5233;CROSS;EMPTY;train;train;test
5234;ORIENTATION;ARROW_DOWN;train;train;train
5235;ORIENTATION;ARROW_RIGHT;train;train;train
5236;ORIENTATION;ARROW_UP;train;train;train
5237;ORIENTATION;ARROW_LEFT;train;train;train
5238;ORIENTATION;ARROW_DOWN;train;valid;test
5239;ORIENTATION;ARROW_RIGHT;train;train;train
5240;ORIENTATION;ARROW_LEFT;train;train;train
5241;ORIENTATION;ARROW_UP;train;train;test
5242;ORIENTATION;ARROW_LEFT;valid;train;train
5243;ORIENTATION;ARROW_UP;train;valid;train
5244;ORIENTATION;ARROW_DOWN;train;train;train
5245;ORIENTATION;ARROW_LEFT;train;valid;train
5246;ORIENTATION;ARROW_RIGHT;train;valid;test
5247;ORIENTATION;ARROW_UP;train;train;train
5248;ORIENTATION;ARROW_DOWN;train;train;train
5249;ORIENTATION;ARROW_LEFT;train;train;valid
5250;ORIENTATION;ARROW_RIGHT;train;valid;train
5251;ORIENTATION;ARROW_UP;train;train;test
5252;ORIENTATION;ARROW_UP;train;train;train
5253;ORIENTATION;ARROW_DOWN;valid;train;train
5254;ORIENTATION;ARROW_LEFT;train;valid;valid
5255;ORIENTATION;ARROW_RIGHT;train;train;train
5256;ORIENTATION;ARROW_UP;train;train;test
5257;ORIENTATION;ARROW_DOWN;valid;valid;train
5258;ORIENTATION;INSPECT;;;
5259;ORIENTATION;ARROW_RIGHT;train;train;train
5260;COMMAND;PLUS_ONE;train;valid;train
5261;COMMAND;MINUS_ONE;train;train;valid
5262;ORIENTATION;ARROW_RIGHT;train;train;valid
5263;COMMAND;TURN_LEFT;train;train;test
5264;COMMAND;TURN_RIGHT;valid;train;train
5265;COMMAND;LOOP_TWICE;valid;train;train
5266;COMMAND;LOOP_THREE_TIMES;train;train;valid
5267;COMMAND;LOOP_FOUR_TIMES;train;train;train
5268;COMMAND;LOOP_END;train;train;train
5269;COMMAND;PLUS_ONE;train;valid;test
5270;COMMAND;MINUS_ONE;train;train;test
5271;COMMAND;TURN_LEFT;train;train;test
5272;COMMAND;TURN_RIGHT;train;train;test
5273;ORIENTATION;ARROW_DOWN;train;valid;train
5274;COMMAND;LOOP_TWICE;train;train;train
5275;COMMAND;LOOP_THREE_TIMES;train;train;valid
5276;COMMAND;LOOP_FOUR_TIMES;valid;train;train
5277;COMMAND;LOOP_END;train;train;train
5278;COMMAND;LOOP_END;train;train;train
5279;COMMAND;PLUS_ONE;valid;valid;test
5280;COMMAND;MINUS_ONE;valid;valid;train
5281;COMMAND;TURN_LEFT;valid;train;test
5282;COMMAND;TURN_RIGHT;train;train;test
5283;COMMAND;LOOP_TWICE;train;train;valid
5284;ORIENTATION;ARROW_LEFT;train;train;train
5285;COMMAND;LOOP_THREE_TIMES;train;train;train
5286;COMMAND;LOOP_FOUR_TIMES;train;train;valid
5287;COMMAND;LOOP_END;train;train;train
5288;COMMAND;PLUS_ONE;train;train;test
5289;COMMAND;MINUS_ONE;train;train;train
5290;COMMAND;TURN_LEFT;train;train;test
5291;COMMAND;TURN_RIGHT;train;train;test
5292;COMMAND;LOOP_TWICE;train;train;test
5293;COMMAND;LOOP_THREE_TIMES;train;train;train
5294;COMMAND;LOOP_FOUR_TIMES;valid;valid;train
5295;ORIENTATION;ARROW_UP;train;train;train
5296;COMMAND;PLUS_ONE;train;train;test
5297;COMMAND;MINUS_ONE;train;train;test
5298;COMMAND;TURN_LEFT;train;train;test
5299;COMMAND;TURN_RIGHT;train;train;test
5300;COMMAND;LOOP_TWICE;train;train;test
5301;COMMAND;LOOP_THREE_TIMES;valid;train;train
5302;COMMAND;LOOP_FOUR_TIMES;train;train;test
5303;COMMAND;LOOP_END;valid;train;train
5304;COMMAND;PLUS_ONE;train;train;train
5305;COMMAND;MINUS_ONE;train;train;train
5306;ORIENTATION;ARROW_RIGHT;train;train;train
5307;COMMAND;TURN_LEFT;train;train;train
5308;COMMAND;TURN_RIGHT;train;train;train
5309;COMMAND;LOOP_TWICE;train;train;train
5310;COMMAND;LOOP_THREE_TIMES;train;train;test
5311;COMMAND;LOOP_FOUR_TIMES;train;train;train
5312;COMMAND;LOOP_END;valid;train;train
5313;COMMAND;PLUS_ONE;train;train;test
5314;COMMAND;MINUS_ONE;train;train;train
5315;COMMAND;TURN_LEFT;train;valid;test
5316;COMMAND;TURN_RIGHT;train;train;test
5317;ORIENTATION;ARROW_UP;valid;train;train
5318;ORIENTATION;ARROW_RIGHT;valid;train;train
5319;ORIENTATION;ARROW_DOWN;train;valid;train
5320;COMMAND;TURN_RIGHT;train;train;test
5321;COMMAND;LOOP_TWICE;train;train;train
5322;COMMAND;LOOP_THREE_TIMES;train;train;train
5323;COMMAND;LOOP_FOUR_TIMES;valid;train;train
5324;COMMAND;LOOP_END;train;train;train
5325;COMMAND;PLUS_ONE;train;valid;test
5326;COMMAND;MINUS_ONE;valid;train;train
5327;COMMAND;TURN_LEFT;train;train;train
5328;COMMAND;TURN_RIGHT;train;train;test
5329;COMMAND;LOOP_TWICE;train;valid;train
5330;ORIENTATION;ARROW_LEFT;train;train;test
5331;COMMAND;LOOP_THREE_TIMES;train;valid;train
5332;COMMAND;LOOP_FOUR_TIMES;train;train;train
5333;COMMAND;LOOP_END;train;valid;train
5334;COMMAND;PLUS_ONE;train;train;test
5335;COMMAND;MINUS_ONE;train;train;train
5336;COMMAND;TURN_LEFT;train;train;train
5337;COMMAND;TURN_RIGHT;train;train;train
5338;COMMAND;LOOP_TWICE;train;valid;train
5339;COMMAND;LOOP_THREE_TIMES;train;train;train
5340;COMMAND;LOOP_FOUR_TIMES;train;train;test
5341;ORIENTATION;ARROW_UP;train;train;train
5342;COMMAND;LOOP_END;train;train;train
5343;COMMAND;PLUS_ONE;valid;train;test
5344;COMMAND;MINUS_ONE;train;valid;test
5345;COMMAND;TURN_LEFT;train;train;train
5346;COMMAND;NOT_READABLE;train;train;train
5347;COMMAND;LOOP_TWICE;train;train;train
5348;COMMAND;LOOP_THREE_TIMES;train;train;test
5349;COMMAND;LOOP_FOUR_TIMES;train;train;train
5350;COMMAND;LOOP_END;valid;valid;test
5351;COMMAND;PLUS_ONE;valid;train;valid
5352;ORIENTATION;ARROW_RIGHT;train;train;train
5353;COMMAND;MINUS_ONE;train;train;test
5354;COMMAND;TURN_LEFT;train;train;test
5355;COMMAND;TURN_RIGHT;train;train;train
5356;COMMAND;LOOP_TWICE;train;valid;train
5357;COMMAND;LOOP_THREE_TIMES;valid;train;train
5358;COMMAND;LOOP_FOUR_TIMES;train;train;test
5359;COMMAND;LOOP_END;train;train;train
5360;COMMAND;PLUS_ONE;valid;train;train
5361;COMMAND;MINUS_ONE;train;train;train
5362;COMMAND;TURN_LEFT;train;train;train
5363;ORIENTATION;ARROW_DOWN;train;train;valid
5364;COMMAND;TURN_RIGHT;train;train;train
5365;COMMAND;LOOP_TWICE;train;train;valid
5366;COMMAND;LOOP_THREE_TIMES;train;train;test
5367;COMMAND;LOOP_FOUR_TIMES;train;train;train
5368;COMMAND;LOOP_END;train;train;test
5369;COMMAND;PLUS_ONE;train;train;test
5370;COMMAND;MINUS_ONE;train;train;train
5371;COMMAND;TURN_LEFT;train;train;test
5372;COMMAND;TURN_RIGHT;train;valid;test
5373;COMMAND;LOOP_TWICE;train;train;train
5374;ORIENTATION;ARROW_LEFT;train;train;train
5375;COMMAND;LOOP_THREE_TIMES;train;valid;train
5376;COMMAND;LOOP_FOUR_TIMES;train;train;train
5377;COMMAND;LOOP_END;train;train;train
5378;COMMAND;PLUS_ONE;train;valid;valid
5379;COMMAND;MINUS_ONE;train;train;test
5380;COMMAND;TURN_LEFT;train;valid;train
5381;COMMAND;TURN_RIGHT;train;valid;valid
5382;COMMAND;LOOP_TWICE;train;train;train
5383;COMMAND;LOOP_THREE_TIMES;train;train;train
5384;COMMAND;LOOP_FOUR_TIMES;train;train;train
5385;ORIENTATION;ARROW_DOWN;train;train;train
5386;COMMAND;LOOP_END;train;train;train
5387;COMMAND;PLUS_ONE;train;train;test
5388;COMMAND;MINUS_ONE;train;train;train
5389;COMMAND;TURN_LEFT;train;valid;train
5390;COMMAND;TURN_RIGHT;train;train;test
5391;COMMAND;LOOP_TWICE;valid;train;train
5392;COMMAND;LOOP_THREE_TIMES;train;train;test
5393;COMMAND;LOOP_FOUR_TIMES;train;valid;valid
5394;COMMAND;LOOP_END;train;train;test
5395;COMMAND;PLUS_ONE;train;train;train
5396;ORIENTATION;ARROW_RIGHT;train;train;train
5397;COMMAND;MINUS_ONE;train;train;train
5398;COMMAND;TURN_LEFT;train;train;train
5399;COMMAND;TURN_RIGHT;train;train;test
5400;COMMAND;LOOP_TWICE;train;train;train
5401;COMMAND;LOOP_THREE_TIMES;train;valid;train
5402;COMMAND;LOOP_FOUR_TIMES;train;train;train
5403;CROSS;CHECKED;train;train;train
5404;CROSS;EMPTY;train;train;test
5405;CROSS;CHECKED;train;train;train
5406;CROSS;EMPTY;valid;train;test
5407;ORIENTATION;ARROW_UP;valid;train;train
5408;CROSS;CHECKED;train;train;train
5409;CROSS;EMPTY;train;valid;train
5410;CROSS;CHECKED;train;train;train
5411;CROSS;EMPTY;train;train;test
5412;CROSS;CHECKED;train;train;train
5413;CROSS;EMPTY;train;train;train
5414;CROSS;CHECKED;train;train;train
5415;CROSS;EMPTY;train;train;train
5416;CROSS;CHECKED;train;train;train
5417;CROSS;EMPTY;valid;train;train
5418;ORIENTATION;ARROW_LEFT;train;train;valid
5419;CROSS;EMPTY;train;train;test
5420;CROSS;CHECKED;train;train;train
5421;CROSS;EMPTY;train;train;test
5422;CROSS;CHECKED;train;train;valid
5423;CROSS;EMPTY;train;train;train
5424;CROSS;CHECKED;train;train;train
5425;CROSS;EMPTY;train;valid;test
5426;CROSS;CHECKED;train;train;train
5427;CROSS;EMPTY;train;train;train
5428;CROSS;CHECKED;train;train;train
5429;ORIENTATION;ARROW_DOWN;train;train;train
5430;ORIENTATION;ARROW_DOWN;train;train;train
5431;CROSS;EMPTY;train;train;valid
5432;CROSS;CHECKED;train;train;train
5433;CROSS;EMPTY;train;train;train
5434;CROSS;CHECKED;train;train;valid
5435;CROSS;CHECKED;train;train;train
5436;CROSS;EMPTY;train;train;test
5437;CROSS;CHECKED;train;train;train
5438;CROSS;EMPTY;train;train;train
5439;CROSS;CHECKED;valid;train;test
5440;CROSS;EMPTY;train;train;train
5441;ORIENTATION;ARROW_RIGHT;valid;train;test
5442;CROSS;CHECKED;train;train;train
5443;CROSS;EMPTY;train;valid;train
5444;CROSS;CHECKED;valid;train;train
5445;CROSS;EMPTY;valid;train;train
5446;CROSS;CHECKED;train;train;train
5447;CROSS;EMPTY;train;train;test
5448;CROSS;CHECKED;train;valid;train
5449;CROSS;EMPTY;train;train;train
5450;CROSS;EMPTY;train;train;valid
5451;CROSS;CHECKED;train;train;train
5452;ORIENTATION;ARROW_UP;train;train;train
5453;CROSS;EMPTY;train;train;test
5454;CROSS;CHECKED;valid;train;valid
5455;CROSS;EMPTY;train;train;valid
5456;CROSS;CHECKED;train;train;train
5457;CROSS;EMPTY;train;train;train
5458;CROSS;CHECKED;train;train;train
5459;CROSS;EMPTY;train;train;train
5460;CROSS;CHECKED;train;train;train
5461;CROSS;EMPTY;train;train;test
5462;CROSS;CHECKED;valid;train;train
5463;ORIENTATION;ARROW_LEFT;train;valid;train
5464;CROSS;EMPTY;valid;train;test
5465;CROSS;CHECKED;valid;valid;train
5466;ORIENTATION;ARROW_DOWN;train;train;train
5467;ORIENTATION;ARROW_RIGHT;train;train;train
5468;ORIENTATION;ARROW_UP;train;train;train
5469;ORIENTATION;ARROW_LEFT;train;valid;train
5470;ORIENTATION;ARROW_DOWN;train;train;train
5471;ORIENTATION;ARROW_RIGHT;train;train;test
5472;ORIENTATION;ARROW_LEFT;train;valid;train
5473;ORIENTATION;ARROW_UP;valid;train;train
5474;ORIENTATION;ARROW_LEFT;train;train;valid
5475;ORIENTATION;ARROW_UP;train;train;test
5476;ORIENTATION;ARROW_DOWN;train;train;test
5477;ORIENTATION;ARROW_LEFT;train;train;train
5478;ORIENTATION;ARROW_RIGHT;valid;train;valid
5479;ORIENTATION;ARROW_UP;train;train;test
5480;ORIENTATION;ARROW_DOWN;train;train;train
5481;ORIENTATION;ARROW_LEFT;train;train;train
5482;ORIENTATION;ARROW_RIGHT;train;train;train
5483;ORIENTATION;ARROW_UP;train;train;train
5484;ORIENTATION;ARROW_UP;valid;train;train
5485;ORIENTATION;ARROW_DOWN;train;train;train
5486;ORIENTATION;ARROW_LEFT;valid;train;train
5487;ORIENTATION;ARROW_RIGHT;train;train;train
5488;ORIENTATION;ARROW_UP;train;train;train
5489;ORIENTATION;ARROW_DOWN;train;train;train
5490;ORIENTATION;ARROW_LEFT;train;train;train
5491;ORIENTATION;ARROW_RIGHT;train;train;train
5492;COMMAND;PLUS_ONE;valid;train;train
5493;COMMAND;MINUS_ONE;train;valid;train
5494;ORIENTATION;ARROW_RIGHT;train;train;test
5495;COMMAND;TURN_LEFT;train;train;test
5496;COMMAND;TURN_RIGHT;train;valid;test
5497;COMMAND;LOOP_TWICE;train;valid;train
5498;COMMAND;LOOP_THREE_TIMES;train;train;train
5499;COMMAND;LOOP_FOUR_TIMES;train;train;train
5500;COMMAND;LOOP_END;train;train;train
5501;COMMAND;PLUS_ONE;train;train;test
5502;COMMAND;MINUS_ONE;valid;train;train
5503;COMMAND;TURN_LEFT;train;train;test
5504;COMMAND;TURN_RIGHT;valid;train;train
5505;ORIENTATION;ARROW_DOWN;train;train;train
5506;COMMAND;LOOP_TWICE;train;train;train
5507;COMMAND;LOOP_THREE_TIMES;valid;train;test
5508;COMMAND;LOOP_FOUR_TIMES;train;valid;train
5509;COMMAND;LOOP_END;train;train;train
5510;COMMAND;LOOP_END;valid;train;train
5511;COMMAND;PLUS_ONE;valid;train;test
5512;COMMAND;MINUS_ONE;train;train;train
5513;COMMAND;TURN_LEFT;train;train;test
5514;COMMAND;TURN_RIGHT;train;train;valid
5515;COMMAND;LOOP_TWICE;train;train;train
5516;ORIENTATION;ARROW_LEFT;train;train;train
5517;COMMAND;LOOP_THREE_TIMES;train;train;train
5518;COMMAND;LOOP_FOUR_TIMES;train;train;train
5519;COMMAND;LOOP_END;train;train;test
5520;COMMAND;PLUS_ONE;train;train;train
5521;COMMAND;MINUS_ONE;train;valid;test
5522;COMMAND;TURN_LEFT;valid;train;train
5523;COMMAND;TURN_RIGHT;train;train;train
5524;COMMAND;LOOP_TWICE;valid;train;train
5525;COMMAND;LOOP_THREE_TIMES;train;train;train
5526;COMMAND;LOOP_FOUR_TIMES;train;train;train
5527;ORIENTATION;ARROW_UP;valid;train;test
5528;COMMAND;LOOP_END;valid;valid;train
5529;COMMAND;PLUS_ONE;train;train;test
5530;COMMAND;MINUS_ONE;valid;train;test
5531;COMMAND;TURN_LEFT;train;train;train
5532;COMMAND;TURN_RIGHT;train;train;test
5533;COMMAND;LOOP_TWICE;valid;train;valid
5534;COMMAND;LOOP_THREE_TIMES;train;train;train
5535;COMMAND;LOOP_FOUR_TIMES;train;train;train
5536;COMMAND;LOOP_END;train;valid;train
5537;COMMAND;PLUS_ONE;train;train;test
5538;ORIENTATION;ARROW_RIGHT;train;train;train
5539;COMMAND;MINUS_ONE;train;train;train
5540;COMMAND;TURN_LEFT;valid;train;test
5541;COMMAND;TURN_RIGHT;train;train;test
5542;COMMAND;LOOP_TWICE;train;valid;test
5543;COMMAND;LOOP_THREE_TIMES;train;train;valid
5544;COMMAND;LOOP_FOUR_TIMES;train;train;train
5545;COMMAND;LOOP_END;train;train;valid
5546;COMMAND;PLUS_ONE;valid;train;test
5547;COMMAND;MINUS_ONE;train;train;valid
5548;COMMAND;TURN_LEFT;valid;train;train
5549;ORIENTATION;ARROW_UP;valid;test;train
5550;ORIENTATION;ARROW_RIGHT;valid;test;test
5551;ORIENTATION;ARROW_DOWN;train;test;train
5552;COMMAND;LOOP_END;train;test;train
5553;COMMAND;PLUS_ONE;valid;test;train
5554;COMMAND;MINUS_ONE;train;test;test
5555;COMMAND;TURN_LEFT;train;test;test
5556;COMMAND;TURN_RIGHT;train;test;train
5557;COMMAND;LOOP_TWICE;train;test;train
5558;COMMAND;LOOP_THREE_TIMES;train;test;train
5559;COMMAND;LOOP_FOUR_TIMES;valid;test;train
5560;COMMAND;LOOP_END;train;test;train
5561;COMMAND;PLUS_ONE;train;test;test
5562;ORIENTATION;ARROW_LEFT;train;test;valid
5563;COMMAND;MINUS_ONE;train;test;test
5564;COMMAND;TURN_LEFT;valid;test;train
5565;COMMAND;TURN_LEFT;valid;test;train
5566;COMMAND;TURN_RIGHT;valid;test;test
5567;COMMAND;LOOP_TWICE;valid;test;train
5568;COMMAND;LOOP_THREE_TIMES;train;test;train
5569;COMMAND;LOOP_FOUR_TIMES;train;test;test
5570;COMMAND;LOOP_END;train;test;train
5571;COMMAND;PLUS_ONE;train;test;test
5572;COMMAND;MINUS_ONE;train;test;test
5573;ORIENTATION;ARROW_UP;train;test;train
5574;COMMAND;TURN_LEFT;train;test;train
5575;COMMAND;TURN_RIGHT;train;test;test
5576;COMMAND;LOOP_TWICE;train;test;valid
5577;COMMAND;LOOP_THREE_TIMES;train;test;valid
5578;COMMAND;LOOP_FOUR_TIMES;train;test;train
5579;COMMAND;LOOP_END;train;test;train
5580;COMMAND;PLUS_ONE;train;test;test
5581;COMMAND;MINUS_ONE;train;test;test
5582;COMMAND;MINUS_ONE;train;test;train
5583;COMMAND;TURN_LEFT;valid;test;train
5584;ORIENTATION;ARROW_RIGHT;train;test;test
5585;COMMAND;TURN_RIGHT;valid;test;train
5586;COMMAND;LOOP_TWICE;train;test;train
5587;COMMAND;LOOP_THREE_TIMES;train;test;train
5588;COMMAND;LOOP_FOUR_TIMES;train;test;train
5589;COMMAND;LOOP_END;train;test;train
5590;COMMAND;PLUS_ONE;valid;test;test
